name,Category,mrp,selling_price,offer_percentage,delivery_time(MIN),quantity,scrape_date,scrape_time,location,Delivery_Charges(Handelling+Delivery),Period,Climate,Surge_charges,Platform,mrp_range,sp_range,Stock
Amul Gold Homogenised Standardised,Milk,80,80.0,0,10,1 L,04-03-2026,23:37:03,KPHB colony,37.0,Night,Clear,No,BigBasket,51-100,51-100,true
Amul Buffalo Milk,Milk,88,88.0,0,10,1 L - Tetra Pak,04-03-2026,23:37:13,KPHB colony,37.0,Night,Clear,No,BigBasket,51-100,51-100,true
Amul Taaza Homogenised Toned Milk,Milk,75,75.0,0,10,1 L - Carton,04-03-2026,23:37:23,KPHB colony,37.0,Night,Clear,No,BigBasket,51-100,51-100,true
Amul Fresh Malai Paneer,Paneer,76,76.0,0,18,200 g - Pouch,04-03-2026,23:37:33,KPHB colony,37.0,Night,Clear,No,BigBasket,51-100,51-100,true
Super Cool Frozen Skinless Chicken Curry Cut,Chicken,152,152.0,0,18,450 g - Tray Pack,04-03-2026,23:37:44,KPHB colony,37.0,Night,Clear,No,BigBasket,101-200,101-200,true
fresho! Chicken Breast Boneless,Chicken,0,0.0,0,0,0.0,04-03-2026,23:37:55,KPHB colony,26.0,Night,Clear,No,BigBasket,,0-50,false
Super Cool Frozen Skinless Chicken Drumsticks,Chicken,0,0.0,0,0,0.0,04-03-2026,23:38:05,KPHB colony,26.0,Night,Clear,No,BigBasket,,0-50,false
"fresho! Red Onion Skinned - Peeled, Small",Vegetable,109,82.84,24,15,1 kg,04-03-2026,23:38:15,KPHB colony,37.0,Night,Clear,No,BigBasket,101-200,51-100,true
fresho! Onion - Organically Grown,Vegetable,39,30.0,23,15,1 kg,04-03-2026,23:38:26,KPHB colony,37.0,Night,Clear,No,BigBasket,0-50,0-50,true
"fresho! Tomato - Local, Organically Grown",Vegetable,30,22.8,24,15,1 kg,04-03-2026,23:38:36,KPHB colony,37.0,Night,Clear,No,BigBasket,0-50,0-50,true
"fresho! Tomato - Hybrid, Organically Grown",Vegetable,62,34.5,44,15,1 kg,04-03-2026,23:38:46,KPHB colony,37.0,Night,Clear,No,BigBasket,51-100,0-50,true
fresho! Hybrid Tomato,Vegetable,37,28.0,24,15,1 kg,04-03-2026,23:38:57,KPHB colony,37.0,Night,Clear,No,BigBasket,0-50,0-50,true
FreshtoHome Premium Tender Goat Curry Cut,Meat,549,549.0,0,18,480 g,04-03-2026,23:39:07,KPHB colony,37.0,Night,Clear,No,BigBasket,500+,500+,true
fresho! Goat Meat Curry Cut,Meat,600,509.0,15,18,500 g,04-03-2026,23:39:19,KPHB colony,37.0,Night,Clear,No,BigBasket,500+,500+,true
fresho! Potato,Vegetable,25,10.0,60,10,500 g,04-03-2026,23:39:31,KPHB colony,37.0,Night,Clear,No,BigBasket,0-50,0-50,true
fresho! Potato - Organically Grown,Vegetable,23,18.4,20,10,1 kg,04-03-2026,23:39:42,KPHB colony,37.0,Night,Clear,No,BigBasket,0-50,0-50,true
fresho! Carrot  ,Vegetable,29,14.5,50,10,500 g,04-03-2026,23:39:54,KPHB colony,37.0,Night,Clear,No,BigBasket,0-50,0-50,true
fresho! Beetroot,Vegetable,0,0.0,0,0,0.0,04-03-2026,23:39:54,KPHB colony,26.0,Night,Clear,No,BigBasket,,0-50,false
fresho! Cucumber,Vegetable,96,72.96,24,10,1 kg,04-03-2026,23:40:17,KPHB colony,37.0,Night,Clear,No,BigBasket,51-100,51-100,true
fresho! English Cucumber,Vegetable,74,38.5,48,10,1 kg,04-03-2026,23:40:27,KPHB colony,37.0,Night,Clear,No,BigBasket,51-100,0-50,true
"fresho! Farm Eggs, Regular",Eggs,300,183.0,39,10,30 pcs,04-03-2026,23:40:38,KPHB colony,37.0,Night,Clear,No,BigBasket,201-300,101-200,true
fresho! Premium Large White Eggs - Protein & Vitamin Rich,Eggs,0,0.0,0,0,0.0,04-03-2026,23:40:49,KPHB colony,26.0,Night,Clear,No,BigBasket,,0-50,false
"Farm Eggs-Medium, Brown",Eggs,0,0.0,0,0,0.0,04-03-2026,23:40:59,KPHB colony,26.0,Night,Clear,No,BigBasket,,0-50,false
"fresho! Apple - Red Delicious, Premium",Fruit,404,323.2,20,14,4 pcs - (Approx. 600 g -700 g),04-03-2026,23:41:10,KPHB colony,37.0,Night,Clear,No,BigBasket,301-500,301-500,true
fresho! Baby Apple Shimla,Fruit,288,218.88,24,14,1 kg,04-03-2026,23:41:21,KPHB colony,37.0,Night,Clear,No,BigBasket,201-300,201-300,true
fresho! Apple - Green,Fruit,279,245.52,12,14,4 pcs - (Approx .500 g - 650 g),04-03-2026,23:41:31,KPHB colony,37.0,Night,Clear,No,BigBasket,201-300,201-300,true
fresho! Banana - Raw Green,Fruit,85,64.6,24,14,1 kg,04-03-2026,23:41:42,KPHB colony,37.0,Night,Clear,No,BigBasket,51-100,51-100,true
fresho! Nagpur Orange,Fruit,61,40.0,34,14,500 g,04-03-2026,23:41:52,KPHB colony,37.0,Night,Clear,No,BigBasket,51-100,0-50,true
fresho! Mini Orange Imported,Fruit,110,83.6,24,14,500 g,04-03-2026,23:42:03,KPHB colony,37.0,Night,Clear,No,BigBasket,101-200,51-100,true
fresho! Lemon,Vegetable,0,0.0,0,0,0.0,04-03-2026,23:42:15,KPHB colony,26.0,Night,Clear,No,BigBasket,,0-50,false
"fresho! Chilli - Green Long, Medium",Vegetable,0,0.0,0,0,0.0,04-03-2026,23:42:25,KPHB colony,26.0,Night,Clear,No,BigBasket,,0-50,false
fresho! Bottle Gourd,Vegetable,48,10.0,79,10,1 pc - (Approx. 500 g - 800 g),04-03-2026,23:42:37,KPHB colony,37.0,Night,Clear,No,BigBasket,0-50,0-50,true
Heritage Fresh Paneer,Paneer,120,101.0,16,10,200 g - Pouch,05-03-2026,15:42:43,KPHB colony,21.0,AfterNoon,Sunny,No,BigBasket,101-200,101-200,true
Heritage Nourish High Protein Paneer,Paneer,150,125.0,17,10,240 g - Pouch,05-03-2026,15:42:54,KPHB colony,21.0,AfterNoon,Sunny,No,BigBasket,101-200,101-200,true
Heritage Daily Health Toned Milk,Milk,32,32.0,0,9,500 ml - Pouch,05-03-2026,15:43:04,KPHB colony,21.0,AfterNoon,Sunny,No,BigBasket,0-50,0-50,true
Heritage Full Cream Milk,Milk,38,38.0,0,9,500 ml,05-03-2026,15:43:15,KPHB colony,21.0,AfterNoon,Sunny,No,BigBasket,0-50,0-50,true
Arokya Full Cream Milk,Milk,85,85.0,0,9,1 L,05-03-2026,15:43:28,KPHB colony,21.0,AfterNoon,Sunny,No,BigBasket,51-100,51-100,true
Amul Taaza Toned Milk,Milk,75,75.0,0,9,1 L - Carton,05-03-2026,15:43:38,KPHB colony,21.0,AfterNoon,Sunny,No,BigBasket,51-100,51-100,true
Sids Farm Cow Milk,Milk,44,44.0,0,9,500 ml,05-03-2026,15:43:49,KPHB colony,21.0,AfterNoon,Sunny,No,BigBasket,0-50,0-50,true
Sids Farm Buffalo A2 Milk,Milk,63,63.0,0,9,500 ml,05-03-2026,15:43:59,KPHB colony,21.0,AfterNoon,Sunny,No,BigBasket,51-100,51-100,true
Amul Gold Homogenised Standardised,Milk,80,80.0,0,9,1 L,05-03-2026,15:44:09,KPHB colony,21.0,AfterNoon,Sunny,No,BigBasket,51-100,51-100,true
Amul Buffalo Milk,Milk,38,38.0,0,9,500 ml - Pouch,05-03-2026,15:44:19,KPHB colony,21.0,AfterNoon,Sunny,No,BigBasket,0-50,0-50,true
Amul Taaza Homogenised Toned Milk,Milk,75,75.0,0,9,1 L - Carton,05-03-2026,15:44:30,KPHB colony,21.0,AfterNoon,Sunny,No,BigBasket,51-100,51-100,true
Amul Fresh Malai Paneer,Paneer,76,76.0,0,10,200 g - Pouch,05-03-2026,15:44:40,KPHB colony,21.0,AfterNoon,Sunny,No,BigBasket,51-100,51-100,true
Super Cool Frozen Skinless Chicken Curry Cut,Chicken,152,152.0,0,12,450 g - Tray Pack,05-03-2026,15:44:50,KPHB colony,21.0,AfterNoon,Sunny,No,BigBasket,101-200,101-200,true
fresho! Chicken Breast Boneless,Chicken,320,280.0,23,12,1 kg - (4-6 pcs),05-03-2026,15:45:01,KPHB colony,21.0,AfterNoon,Sunny,No,BigBasket,301-500,201-300,true
Super Cool Frozen Skinless Chicken Drumsticks,Chicken,185,185.0,0,10,450 g - Tray Pack,05-03-2026,15:45:12,KPHB colony,21.0,AfterNoon,Sunny,No,BigBasket,101-200,101-200,true
"fresho! Red Onion Skinned - Peeled, Small",Vegetable,109,82.84,24,9,1 kg,05-03-2026,15:45:22,KPHB colony,21.0,AfterNoon,Sunny,No,BigBasket,101-200,51-100,true
fresho! Onion - Organically Grown,Vegetable,39,30.0,23,9,1 kg,05-03-2026,15:45:32,KPHB colony,21.0,AfterNoon,Sunny,No,BigBasket,0-50,0-50,true
"fresho! Tomato - Local, Organically Grown",Vegetable,30,22.8,24,9,1 kg,05-03-2026,15:45:42,KPHB colony,21.0,AfterNoon,Sunny,No,BigBasket,0-50,0-50,true
"fresho! Tomato - Hybrid, Organically Grown",Vegetable,64,34.5,46,9,1 kg,05-03-2026,15:45:53,KPHB colony,21.0,AfterNoon,Sunny,No,BigBasket,51-100,0-50,true
fresho! Hybrid Tomato,Vegetable,37,28.12,24,10,1 kg,05-03-2026,15:46:03,KPHB colony,21.0,AfterNoon,Sunny,No,BigBasket,0-50,0-50,true
FreshtoHome Premium Tender Goat Curry Cut,Meat,549,549.0,0,10,480 g,05-03-2026,15:46:13,KPHB colony,21.0,AfterNoon,Sunny,No,BigBasket,500+,500+,true
fresho! Goat Meat Curry Cut,Meat,600,509.0,15,10,500 g,05-03-2026,15:46:25,KPHB colony,21.0,AfterNoon,Sunny,No,BigBasket,500+,500+,true
fresho! Potato,Vegetable,24,10.0,58,10,500 g,05-03-2026,15:46:37,KPHB colony,21.0,AfterNoon,Sunny,No,BigBasket,0-50,0-50,true
fresho! Potato - Organically Grown,Vegetable,23,18.4,20,10,1 kg,05-03-2026,15:46:47,KPHB colony,21.0,AfterNoon,Sunny,No,BigBasket,0-50,0-50,true
fresho! Carrot  ,Vegetable,67,50.92,24,10,1 kg,05-03-2026,15:46:58,KPHB colony,21.0,AfterNoon,Sunny,No,BigBasket,51-100,51-100,true
fresho! Beetroot,Vegetable,77,58.52,24,10,1 kg,05-03-2026,15:47:09,KPHB colony,21.0,AfterNoon,Sunny,No,BigBasket,51-100,51-100,true
fresho! Cucumber,Vegetable,98,48.5,51,10,1 kg,05-03-2026,15:47:21,KPHB colony,21.0,AfterNoon,Sunny,No,BigBasket,51-100,0-50,true
fresho! English Cucumber,Vegetable,72,42.0,42,10,1 kg,05-03-2026,15:47:31,KPHB colony,21.0,AfterNoon,Sunny,No,BigBasket,51-100,0-50,true
"fresho! Farm Eggs, Regular",Eggs,300,183.0,39,10,30 pcs,05-03-2026,15:47:42,KPHB colony,21.0,AfterNoon,Sunny,No,BigBasket,201-300,101-200,true
fresho! Premium Large White Eggs - Protein & Vitamin Rich,Eggs,175,95.0,46,10,10 pcs,05-03-2026,15:47:53,KPHB colony,21.0,AfterNoon,Sunny,No,BigBasket,101-200,51-100,true
"Farm Eggs-Medium, Brown",Eggs,250,119.0,52,10,10 pcs,05-03-2026,15:48:03,KPHB colony,21.0,AfterNoon,Sunny,No,BigBasket,201-300,101-200,true
"fresho! Apple - Red Delicious, Premium",Fruit,404,323.2,20,7,4 pcs - (Approx. 600 g -700 g),05-03-2026,15:48:14,KPHB colony,21.0,AfterNoon,Sunny,No,BigBasket,301-500,301-500,true
fresho! Baby Apple Shimla,Fruit,293,222.68,24,7,1 kg,05-03-2026,15:48:25,KPHB colony,21.0,AfterNoon,Sunny,No,BigBasket,201-300,201-300,true
fresho! Apple - Green,Fruit,283,249.04,12,7,4 pcs - (Approx .500 g - 650 g),05-03-2026,15:48:35,KPHB colony,21.0,AfterNoon,Sunny,No,BigBasket,201-300,201-300,true
fresho! Banana - Raw Green,Fruit,85,64.6,24,7,1 kg,05-03-2026,15:48:45,KPHB colony,21.0,AfterNoon,Sunny,No,BigBasket,51-100,51-100,true
fresho! Nagpur Orange,Fruit,119,90.44,24,7,1 kg - (Approx. 6 - 8 pcs),05-03-2026,15:48:56,KPHB colony,21.0,AfterNoon,Sunny,No,BigBasket,101-200,51-100,true
fresho! Mini Orange Imported,Fruit,110,83.6,24,9,500 g,05-03-2026,15:49:06,KPHB colony,21.0,AfterNoon,Sunny,No,BigBasket,101-200,51-100,true
fresho! Lemon,Vegetable,81,61.56,24,9,500 g,05-03-2026,15:49:18,KPHB colony,21.0,AfterNoon,Sunny,No,BigBasket,51-100,51-100,true
"fresho! Chilli - Green Long, Medium",Vegetable,227,172.52,24,9,1 kg,05-03-2026,15:49:28,KPHB colony,21.0,AfterNoon,Sunny,No,BigBasket,201-300,101-200,true
fresho! Bottle Gourd,Vegetable,48,10.0,79,9,1 pc - (Approx. 500 g - 800 g),05-03-2026,15:49:40,KPHB colony,21.0,AfterNoon,Sunny,No,BigBasket,0-50,0-50,true
Heritage Fresh Paneer,Paneer,115,101.0,12,5,200 g - Pouch,05-03-2026,17:26:44,KPHB colony,21.0,Evening,Clear,No,BigBasket,101-200,101-200,true
Heritage Nourish High Protein Paneer,Paneer,0,0.0,0,0,0.0,05-03-2026,17:26:54,KPHB colony,0.0,Evening,Clear,No,BigBasket,,0-50,false
Heritage Daily Health Toned Milk,Milk,32,32.0,0,5,500 ml - Pouch,05-03-2026,17:27:04,KPHB colony,21.0,Evening,Clear,No,BigBasket,0-50,0-50,true
Heritage Full Cream Milk,Milk,32,31.0,3,5,500 ml - Pouch,05-03-2026,17:27:14,KPHB colony,21.0,Evening,Clear,No,BigBasket,0-50,0-50,true
Arokya Full Cream Milk,Milk,36,36.0,0,5,500 ml - Pouch,05-03-2026,17:27:24,KPHB colony,21.0,Evening,Clear,No,BigBasket,0-50,0-50,true
Amul Taaza Toned Milk,Milk,16,16.0,3,5,200 ml - Carton,05-03-2026,17:27:34,KPHB colony,21.0,Evening,Clear,No,BigBasket,0-50,0-50,true
Sids Farm Cow Milk,Milk,0,0.0,0,0,0.0,05-03-2026,17:27:44,KPHB colony,0.0,Evening,Clear,No,BigBasket,,0-50,false
Sids Farm Buffalo A2 Milk,Milk,311,311.0,0,5,200 g,05-03-2026,17:27:54,KPHB colony,21.0,Evening,Clear,No,BigBasket,301-500,301-500,true
Amul Gold Homogenised Standardised,Milk,80,80.0,0,5,1 L,05-03-2026,17:28:04,KPHB colony,21.0,Evening,Clear,No,BigBasket,51-100,51-100,true
Amul Buffalo Milk,Milk,40,40.0,0,5,500 ml - Pouch,05-03-2026,17:28:15,KPHB colony,21.0,Evening,Clear,No,BigBasket,0-50,0-50,true
Amul Taaza Homogenised Toned Milk,Milk,16,16.0,3,5,200 ml - Carton,05-03-2026,17:28:25,KPHB colony,21.0,Evening,Clear,No,BigBasket,0-50,0-50,true
Amul Fresh Malai Paneer,Paneer,94,94.0,0,5,200 g - Pouch,05-03-2026,17:28:35,KPHB colony,21.0,Evening,Clear,No,BigBasket,51-100,51-100,true
Super Cool Frozen Skinless Chicken Curry Cut,Chicken,160,160.0,0,5,450 g - Tray Pack,05-03-2026,17:28:45,KPHB colony,21.0,Evening,Clear,No,BigBasket,101-200,101-200,true
fresho! Chicken Breast Boneless,Chicken,584,449.0,23,5,1 kg - (4-6 pcs),05-03-2026,17:28:57,KPHB colony,21.0,Evening,Clear,No,BigBasket,500+,301-500,true
Super Cool Frozen Skinless Chicken Drumsticks,Chicken,185,185.0,0,5,450 g - Tray Pack,05-03-2026,17:29:07,KPHB colony,21.0,Evening,Clear,No,BigBasket,101-200,101-200,true
"fresho! Red Onion Skinned - Peeled, Small",Vegetable,0,0.0,0,0,0.0,05-03-2026,17:29:16,KPHB colony,0.0,Evening,Clear,No,BigBasket,,0-50,false
fresho! Onion - Organically Grown,Vegetable,53,31.0,42,5,1 kg,05-03-2026,17:29:27,KPHB colony,21.0,Evening,Clear,No,BigBasket,51-100,0-50,true
"fresho! Tomato - Local, Organically Grown",Vegetable,16,12.8,20,5,500 g,05-03-2026,17:29:37,KPHB colony,21.0,Evening,Clear,No,BigBasket,0-50,0-50,true
"fresho! Tomato - Hybrid, Organically Grown",Vegetable,59,47.2,20,5,1 kg,05-03-2026,17:29:47,KPHB colony,21.0,Evening,Clear,No,BigBasket,51-100,0-50,true
fresho! Hybrid Tomato,Vegetable,52,41.6,20,5,1 kg,05-03-2026,17:29:58,KPHB colony,21.0,Evening,Clear,No,BigBasket,51-100,0-50,true
FreshtoHome Premium Tender Goat Curry Cut,Meat,0,0.0,0,0,0.0,05-03-2026,17:30:07,KPHB colony,0.0,Evening,Clear,No,BigBasket,,0-50,false
fresho! Goat Meat Curry Cut,Meat,600,509.0,15,5,500 g,05-03-2026,17:30:17,KPHB colony,21.0,Evening,Clear,No,BigBasket,500+,500+,true
fresho! Potato,Vegetable,29,23.2,20,5,1 kg,05-03-2026,17:30:28,KPHB colony,21.0,Evening,Clear,No,BigBasket,0-50,0-50,true
fresho! Potato - Organically Grown,Vegetable,77,32.5,58,5,1 kg,05-03-2026,17:30:38,KPHB colony,21.0,Evening,Clear,No,BigBasket,51-100,0-50,true
fresho! Carrot  ,Vegetable,19,10.0,47,5,250 g,05-03-2026,17:30:48,KPHB colony,21.0,Evening,Clear,No,BigBasket,0-50,0-50,true
fresho! Beetroot,Vegetable,28,22.4,20,5,500 g,05-03-2026,17:30:58,KPHB colony,21.0,Evening,Clear,No,BigBasket,0-50,0-50,true
fresho! Cucumber,Vegetable,32,20.0,38,5,500 g,05-03-2026,17:31:09,KPHB colony,21.0,Evening,Clear,No,BigBasket,0-50,0-50,true
fresho! English Cucumber,Vegetable,41,32.8,20,5,500 g,05-03-2026,17:31:18,KPHB colony,21.0,Evening,Clear,No,BigBasket,0-50,0-50,true
"fresho! Farm Eggs, Regular",Eggs,110,47.0,57,5,6 pcs,05-03-2026,17:31:28,KPHB colony,21.0,Evening,Clear,No,BigBasket,101-200,0-50,true
fresho! Premium Large White Eggs - Protein & Vitamin Rich,Eggs,200,105.0,48,5,12 pcs,05-03-2026,17:31:38,KPHB colony,21.0,Evening,Clear,No,BigBasket,101-200,101-200,true
"Farm Eggs-Medium, Brown",Eggs,115,69.0,40,5,6 pcs,05-03-2026,17:31:48,KPHB colony,21.0,Evening,Clear,No,BigBasket,101-200,51-100,true
"fresho! Apple - Red Delicious, Premium",Fruit,404,323.2,20,5,4 pcs - (Approx. 600 g -700 g),05-03-2026,17:31:58,KPHB colony,21.0,Evening,Clear,No,BigBasket,301-500,301-500,true
fresho! Baby Apple Shimla,Fruit,294,229.0,22,5,1 kg,05-03-2026,17:32:09,KPHB colony,21.0,Evening,Clear,No,BigBasket,201-300,201-300,true
fresho! Apple - Green,Fruit,176,154.88,12,5,2 pcs - Approx. 260 g - 300 g,05-03-2026,17:32:19,KPHB colony,21.0,Evening,Clear,No,BigBasket,101-200,101-200,true
fresho! Banana - Raw Green,Fruit,24,21.12,12,6,1 pcs,05-03-2026,17:32:31,KPHB colony,21.0,Evening,Clear,No,BigBasket,0-50,0-50,true
fresho! Nagpur Orange,Fruit,119,79.0,34,6,1 kg - (Approx. 6 - 8 pcs),05-03-2026,17:32:42,KPHB colony,21.0,Evening,Clear,No,BigBasket,101-200,51-100,true
fresho! Mini Orange Imported,Fruit,144,115.2,20,6,500 g,05-03-2026,17:32:52,KPHB colony,21.0,Evening,Clear,No,BigBasket,101-200,101-200,true
fresho! Lemon,Vegetable,31,23.5,24,6,150 g,05-03-2026,17:33:03,KPHB colony,21.0,Evening,Clear,No,BigBasket,0-50,0-50,true
"fresho! Chilli - Green Long, Medium",Vegetable,17,11.0,35,6,100 g,05-03-2026,17:33:13,KPHB colony,21.0,Evening,Clear,No,BigBasket,0-50,0-50,true
fresho! Bottle Gourd,Vegetable,34,27.2,20,6,1 pc - (300 g - 450 g approx.),05-03-2026,17:33:22,KPHB colony,21.0,Evening,Clear,No,BigBasket,0-50,0-50,true
Heritage Fresh Paneer,Paneer,120,101.0,16,10,200 g - Pouch,06-03-2026,00:26:08,KPHB colony,37.0,Night,Clear,No,BigBasket,101-200,101-200,true
Heritage Nourish High Protein Paneer,Paneer,150,125.0,17,10,240 g - Pouch,06-03-2026,00:26:18,KPHB colony,37.0,Night,Clear,No,BigBasket,101-200,101-200,true
Heritage Daily Health Toned Milk,Milk,32,32.0,0,10,500 ml - Pouch,06-03-2026,00:26:28,KPHB colony,37.0,Night,Clear,No,BigBasket,0-50,0-50,true
Heritage Full Cream Milk,Milk,38,38.0,0,10,500 ml,06-03-2026,00:26:39,KPHB colony,37.0,Night,Clear,No,BigBasket,0-50,0-50,true
Arokya Full Cream Milk,Milk,0,0.0,0,0,0.0,06-03-2026,00:26:49,KPHB colony,0.0,Night,Clear,No,BigBasket,,0-50,false
Amul Taaza Toned Milk,Milk,0,0.0,0,0,0.0,06-03-2026,00:26:59,KPHB colony,0.0,Night,Clear,No,BigBasket,,0-50,false
Sids Farm Cow Milk,Milk,44,44.0,0,10,500 ml,06-03-2026,00:27:12,KPHB colony,37.0,Night,Clear,No,BigBasket,0-50,0-50,true
Sids Farm Buffalo A2 Milk,Milk,63,63.0,0,10,500 ml,06-03-2026,00:27:22,KPHB colony,37.0,Night,Clear,No,BigBasket,51-100,51-100,true
Amul Gold Homogenised Standardised,Milk,80,80.0,0,10,1 L,06-03-2026,00:27:32,KPHB colony,37.0,Night,Clear,No,BigBasket,51-100,51-100,true
Amul Buffalo Milk,Milk,38,38.0,0,10,500 ml - Pouch,06-03-2026,00:27:42,KPHB colony,37.0,Night,Clear,No,BigBasket,0-50,0-50,true
Amul Taaza Homogenised Toned Milk,Milk,75,72.0,4,10,1 L - Carton,06-03-2026,00:27:53,KPHB colony,37.0,Night,Clear,No,BigBasket,51-100,51-100,true
Amul Fresh Malai Paneer,Paneer,76,76.0,0,10,200 g - Pouch,06-03-2026,00:28:03,KPHB colony,37.0,Night,Clear,No,BigBasket,51-100,51-100,true
Super Cool Frozen Skinless Chicken Curry Cut,Chicken,152,152.0,0,10,450 g - Tray Pack,06-03-2026,00:28:13,KPHB colony,37.0,Night,Clear,No,BigBasket,101-200,101-200,true
fresho! Chicken Breast Boneless,Chicken,0,0.0,0,0,0.0,06-03-2026,00:28:24,KPHB colony,0.0,Night,Clear,No,BigBasket,,0-50,false
Super Cool Frozen Skinless Chicken Drumsticks,Chicken,0,0.0,0,0,0.0,06-03-2026,00:28:34,KPHB colony,0.0,Night,Clear,No,BigBasket,,0-50,false
"fresho! Red Onion Skinned - Peeled, Small",Vegetable,109,82.84,24,10,1 kg,06-03-2026,00:28:44,KPHB colony,37.0,Night,Clear,No,BigBasket,101-200,51-100,true
fresho! Onion - Organically Grown,Vegetable,39,30.0,23,10,1 kg,06-03-2026,00:28:54,KPHB colony,37.0,Night,Clear,No,BigBasket,0-50,0-50,true
"fresho! Tomato - Local, Organically Grown",Vegetable,30,22.8,24,10,1 kg,06-03-2026,00:29:05,KPHB colony,37.0,Night,Clear,No,BigBasket,0-50,0-50,true
"fresho! Tomato - Hybrid, Organically Grown",Vegetable,64,34.5,46,10,1 kg,06-03-2026,00:29:15,KPHB colony,37.0,Night,Clear,No,BigBasket,51-100,0-50,true
fresho! Hybrid Tomato,Vegetable,37,24.0,35,10,1 kg,06-03-2026,00:29:25,KPHB colony,37.0,Night,Clear,No,BigBasket,0-50,0-50,true
FreshtoHome Premium Tender Goat Curry Cut,Meat,549,549.0,0,10,480 g,06-03-2026,00:29:36,KPHB colony,37.0,Night,Clear,No,BigBasket,500+,500+,true
fresho! Goat Meat Curry Cut,Meat,600,509.0,15,10,500 g,06-03-2026,00:29:48,KPHB colony,37.0,Night,Clear,No,BigBasket,500+,500+,true
fresho! Potato,Vegetable,24,10.0,58,10,500 g,06-03-2026,00:30:00,KPHB colony,37.0,Night,Clear,No,BigBasket,0-50,0-50,true
fresho! Potato - Organically Grown,Vegetable,0,0.0,0,0,0.0,06-03-2026,00:30:11,KPHB colony,0.0,Night,Clear,No,BigBasket,,0-50,false
fresho! Carrot  ,Vegetable,67,50.92,24,10,1 kg,06-03-2026,00:30:23,KPHB colony,37.0,Night,Clear,No,BigBasket,51-100,51-100,true
fresho! Beetroot,Vegetable,77,58.52,24,10,1 kg,06-03-2026,00:30:34,KPHB colony,37.0,Night,Clear,No,BigBasket,51-100,51-100,true
fresho! Cucumber,Vegetable,98,48.5,51,10,1 kg,06-03-2026,00:30:45,KPHB colony,37.0,Night,Clear,No,BigBasket,51-100,0-50,true
fresho! English Cucumber,Vegetable,69,42.0,39,10,1 kg,06-03-2026,00:30:56,KPHB colony,37.0,Night,Clear,No,BigBasket,51-100,0-50,true
"fresho! Farm Eggs, Regular",Eggs,0,0.0,0,0,0.0,06-03-2026,00:31:06,KPHB colony,0.0,Night,Clear,No,BigBasket,,0-50,false
fresho! Premium Large White Eggs - Protein & Vitamin Rich,Eggs,0,0.0,0,0,0.0,06-03-2026,00:31:16,KPHB colony,0.0,Night,Clear,No,BigBasket,,0-50,false
"Farm Eggs-Medium, Brown",Eggs,250,119.0,52,10,10 pcs,06-03-2026,00:31:27,KPHB colony,37.0,Night,Clear,No,BigBasket,201-300,101-200,true
"fresho! Apple - Red Delicious, Premium",Fruit,0,0.0,0,0,0.0,06-03-2026,00:31:37,KPHB colony,0.0,Night,Clear,No,BigBasket,,0-50,false
fresho! Baby Apple Shimla,Fruit,293,222.68,24,10,1 kg,06-03-2026,00:31:49,KPHB colony,37.0,Night,Clear,No,BigBasket,201-300,201-300,true
fresho! Apple - Green,Fruit,283,249.04,12,10,4 pcs - (Approx .500 g - 650 g),06-03-2026,00:31:59,KPHB colony,37.0,Night,Clear,No,BigBasket,201-300,201-300,true
fresho! Banana - Raw Green,Fruit,85,64.6,24,10,1 kg,06-03-2026,00:32:10,KPHB colony,37.0,Night,Clear,No,BigBasket,51-100,51-100,true
fresho! Nagpur Orange,Fruit,66,40.0,39,10,500 g,06-03-2026,00:32:21,KPHB colony,37.0,Night,Clear,No,BigBasket,51-100,0-50,true
fresho! Mini Orange Imported,Fruit,110,83.6,24,10,500 g,06-03-2026,00:32:31,KPHB colony,37.0,Night,Clear,No,BigBasket,101-200,51-100,true
fresho! Lemon,Vegetable,0,0.0,0,0,0.0,06-03-2026,00:32:44,KPHB colony,0.0,Night,Clear,No,BigBasket,,0-50,false
"fresho! Chilli - Green Long, Medium",Vegetable,139,105.64,24,10,1 kg,06-03-2026,00:32:54,KPHB colony,37.0,Night,Clear,No,BigBasket,101-200,101-200,true
fresho! Bottle Gourd,Vegetable,48,10.0,79,10,1 pc - (Approx. 500 g - 800 g),06-03-2026,00:33:06,KPHB colony,37.0,Night,Clear,No,BigBasket,0-50,0-50,true
Heritage Fresh Paneer,Paneer,115,101.0,12,11,200 g - Pouch,2026-03-06,12:26:20,Kondapur,21.0,Afternoon,Sunny,No,BigBasket,101-200,101-200,true
Heritage Nourish High Protein Paneer,Paneer,0,0.0,0,0,0.0,2026-03-06,12:26:29,Kondapur,0.0,Afternoon,Sunny,No,BigBasket,,0-50,false
Heritage Daily Health Toned Milk,Milk,32,32.0,0,11,500 ml - Pouch,2026-03-06,12:26:39,Kondapur,21.0,Afternoon,Sunny,No,BigBasket,0-50,0-50,true
Heritage Full Cream Milk,Milk,32,31.0,3,11,500 ml - Pouch,2026-03-06,12:26:49,Kondapur,21.0,Afternoon,Sunny,No,BigBasket,0-50,0-50,true
Arokya Full Cream Milk,Milk,42,40.0,5,11,500 ml,2026-03-06,12:27:00,Kondapur,21.0,Afternoon,Sunny,No,BigBasket,0-50,0-50,true
